file,prompt_tokens,completion_tokens,total_tokens,input_cost,output_cost,total_cost,pricing_type
0016a4aa-8af7-88a0-f219-85cfb882b306,4455,413,4868,0.001782,0.0006608,0.0024428,regular
00265021-2808-3df0-d2f8-beb1ed0a1f60,4444,484,4928,0.0017776,0.0007744000000000001,0.002552,regular
0034c25a-83aa-3fea-9996-6ddabb7e262d,4389,443,4832,0.0017556,0.0007088,0.0024644,regular
00522cbc-33d7-7a65-a2e3-7c919b45266a,4539,450,4989,0.0018156,0.00072,0.0025356,regular
007f6e1d-cd69-45f7-724c-c3aac0443c6f,4397,653,5050,0.0017588,0.0010448,0.0028036,regular
01106555-3417-b4e5-d829-980b957baa25,3991,434,4425,0.0015964,0.0006944,0.0022908,regular
011a2f5d-5a8e-fae1-5eb7-c30b9b9f3f08,4228,417,4645,0.0016912000000000001,0.0006672000000000001,0.0023584,regular
0152dfec-aaad-19aa-805c-537750ee0e61,4225,449,4674,0.0016899999999999999,0.0007184000000000001,0.0024083999999999998,regular
015715ac-bdac-be5e-87fa-deea8613adad,4651,531,5182,0.0018604,0.0008496,0.0027099999999999997,regular
015751f2-add7-cc5c-49e6-32fb75075388,4449,471,4920,0.0017796,0.0007536000000000001,0.0025332,regular
016171e8-feb5-6feb-7de9-113b42fd8059,3865,433,4298,0.001546,0.0006928,0.0022388,regular
016fad8f-e9a6-5cd7-3d5e-f6891999ec55,4158,429,4587,0.0016632,0.0006864000000000001,0.0023496000000000003,regular
017e1a20-de40-e827-9aa8-317fada56bf5,4472,737,5209,0.0017888000000000001,0.0011792,0.002968,regular
018c735b-278a-7f93-7778-c90859b2b10d,4227,418,4645,0.0016908000000000001,0.0006688000000000001,0.0023596000000000003,regular
018e29cd-2942-8472-37a7-a1a5b7d1c009,3989,417,4406,0.0015956000000000002,0.0006672000000000001,0.0022628,regular
01973a1d-a0bb-6d5b-758c-60bb58f6fe94,3899,477,4376,0.0015596000000000002,0.0007632,0.0023228000000000003,regular
019c6ed6-05b2-b831-a98b-de1379260fc4,4246,441,4687,0.0016984,0.0007056,0.002404,regular
01c660b6-378f-2f00-bdd3-97ac200c19e1,4611,610,5221,0.0018444,0.000976,0.0028204,regular
01d6eb09-3d1d-bb27-6d48-94f1c4f46f6d,4312,494,4806,0.0017248,0.0007904,0.0025152,regular
01e8b747-4832-fc9a-9859-46162eb14ecc,4319,417,4736,0.0017276000000000001,0.0006672000000000001,0.0023948000000000003,regular
01f84c6c-f978-eb52-6e97-052a5227e394,4479,440,4919,0.0017916000000000002,0.0007040000000000001,0.0024956,regular
021509d6-a57d-7aa6-7e7f-ff9ccf8336bf,4795,405,5200,0.001918,0.000648,0.002566,regular
021cde41-0a9e-2efb-2704-b1d077d9d7cc,4762,484,5246,0.0019048,0.0007744000000000001,0.0026792,regular
0249e048-a83d-c30b-358f-6f90ea73f7e6,4170,448,4618,0.0016680000000000002,0.0007168000000000001,0.0023848000000000003,regular
028bffa2-3b89-2a3a-ee4f-5f88ed4fa6d3,4785,442,5227,0.0019140000000000001,0.0007072000000000001,0.0026212,regular
02ca2334-e1ac-7278-c624-1dd7bfc3194f,4149,534,4683,0.0016596,0.0008544,0.0025139999999999997,regular
02cd1061-eaad-0cdd-191f-5f03592e4442,4263,473,4736,0.0017052000000000002,0.0007568000000000001,0.002462,regular
02d0c54c-8ba2-b7a8-c907-44f385d21df2,4100,428,4528,0.0016400000000000002,0.0006848000000000001,0.0023248,regular
02e21285-0787-5bf1-29be-86e5bf2ad4ce,4141,427,4568,0.0016564,0.0006832000000000001,0.0023396,regular
02e3cde9-6885-6c80-2aac-028c785a12fe,4800,626,5426,0.0019199999999999998,0.0010016,0.0029216,regular
02ee1567-eb43-daae-dc2f-74f3daf2f721,4935,603,5538,0.001974,0.0009648,0.0029388,regular
038548e6-9c0c-76f5-6de0-e2cac5b96366,4153,514,4667,0.0016611999999999998,0.0008224,0.0024836,regular
03cc80a6-a1b2-2eaa-a6ff-898a735486d3,4386,440,4826,0.0017544000000000001,0.0007040000000000001,0.0024584000000000003,regular
03d33abb-a028-b6c4-a29d-e9c59b6718c5,4776,789,5565,0.0019104,0.0012624000000000001,0.0031728,regular
03de0a10-b3df-0237-a7a5-852ae5a23caf,3967,436,4403,0.0015868000000000002,0.0006976,0.0022844000000000002,regular
0414da66-f466-3b00-8b0b-1bbebe08a2ca,4294,447,4741,0.0017176000000000001,0.0007152,0.0024328,regular
04556e68-aaa3-a782-e9dc-221d069b3c90,3905,399,4304,0.001562,0.0006384,0.0022004,regular
04644147-aac4-2166-b8e1-29587682fc64,4001,446,4447,0.0016004,0.0007136,0.002314,regular
046fcd1c-4cca-a5b8-bddc-3ed2636e9d3f,4354,474,4828,0.0017416000000000003,0.0007584,0.0025000000000000005,regular
0489c074-2508-fbe1-cf92-e212ab4a67b5,4233,443,4676,0.0016932,0.0007088,0.002402,regular
04b71f88-3312-72db-5029-1d159876130d,4351,514,4865,0.0017404,0.0008224,0.0025628,regular
04bab739-5cff-b2cc-9de6-f0acbd0625a3,4003,455,4458,0.0016011999999999999,0.000728,0.0023292,regular
04efa3fb-0160-33c9-9968-af7e1145131f,3863,477,4340,0.0015452,0.0007632,0.0023084,regular
0562f566-392d-7e87-941d-1e697b02d209,4193,496,4689,0.0016772,0.0007936000000000001,0.0024708,regular
05685b16-5165-9f26-8495-84622cbf011c,4185,574,4759,0.0016740000000000001,0.0009184,0.0025924,regular
05737984-7efc-9081-6f44-f331997f514b,4168,594,4762,0.0016672,0.0009504000000000001,0.0026176000000000003,regular
057609a1-5593-cf51-2994-4586c346fc02,4466,719,5185,0.0017864000000000003,0.0011504,0.0029368000000000003,regular
059835b6-f89c-9cd8-6204-74e968d2f45e,4074,487,4561,0.0016296000000000001,0.0007792000000000001,0.0024088,regular
05df9eb7-cfa3-8dfe-a526-68756db0226e,4413,554,4967,0.0017652000000000002,0.0008864000000000001,0.0026516000000000005,regular
05eeae35-0bd7-1ae7-a020-68b4432d4637,4481,426,4907,0.0017924,0.0006816000000000001,0.002474,regular
05fff514-3efd-ecc4-6316-3315414f41b9,3882,492,4374,0.0015528,0.0007872,0.00234,regular
06172016-fa4a-c28c-88a4-97df5ab6ffc0,4278,864,5142,0.0017112,0.0013824,0.0030936,regular
063900c0-7a48-ff52-820c-54b43b504312,4310,477,4787,0.0017239999999999998,0.0007632,0.0024871999999999997,regular
06c563d8-6e65-b3d6-f890-07cc4f75391f,3755,450,4205,0.001502,0.00072,0.002222,regular
06c6be24-b293-385d-543d-8a73e9c089fc,4245,454,4699,0.0016979999999999999,0.0007264,0.0024243999999999997,regular
06c7c883-cf6f-db2b-fc43-72fd2dfc0720,4062,575,4637,0.0016248,0.00092,0.0025448,regular
06e09a2e-ce7b-8cf0-d43f-5aa92fa63e6b,9461,779,10240,0.0037844000000000003,0.0012464,0.0050308,regular
06ea48c3-757e-c7dc-fc4e-eacccf5b878e,4143,506,4649,0.0016572000000000002,0.0008096000000000002,0.0024668000000000003,regular
06f36759-d8b9-1f62-1b78-b4376895cac9,4405,439,4844,0.0017620000000000001,0.0007024,0.0024644000000000003,regular
06fa8fc6-acf1-1fa2-1c20-781dde5f268f,4534,619,5153,0.0018136,0.0009904,0.002804,regular
071e6318-889d-fdcf-b349-80021928afa6,4248,537,4785,0.0016992,0.0008592000000000001,0.0025584,regular
074473f6-69a1-a9ce-1c79-2ac4bb473a53,4109,472,4581,0.0016436,0.0007552,0.0023988,regular
078991a8-ba2d-9a9d-92a4-b8b661325faa,4423,437,4860,0.0017692,0.0006992000000000001,0.0024684,regular
078ae2fe-4054-59f3-0659-c1069d0cf42d,3960,462,4422,0.0015840000000000001,0.0007392000000000001,0.0023232,regular
07bfabd0-0456-c430-631d-d2b51a307422,4427,477,4904,0.0017708000000000003,0.0007632,0.0025340000000000002,regular
07c817d4-3853-8491-df94-27840ab0f825,4327,589,4916,0.0017308000000000002,0.0009424,0.0026732,regular
086ddc3c-6c51-1991-d073-5bceb0979a13,3888,498,4386,0.0015552,0.0007968,0.002352,regular
