file,prompt_tokens,completion_tokens,total_tokens,input_cost,output_cost,total_cost,pricing_type
0016a4aa-8af7-88a0-f219-85cfb882b306,4455,421,4876,0.0111375,0.00421,0.0153475,regular
00265021-2808-3df0-d2f8-beb1ed0a1f60,4455,413,4868,0.0111375,0.00413,0.0152675,regular
0034c25a-83aa-3fea-9996-6ddabb7e262d,4389,425,4814,0.0109725,0.0042499999999999994,0.0152225,regular
00522cbc-33d7-7a65-a2e3-7c919b45266a,4539,472,5011,0.0113475,0.00472,0.0160675,regular
007f6e1d-cd69-45f7-724c-c3aac0443c6f,4434,578,5012,0.011085,0.0057799999999999995,0.016864999999999998,regular
01106555-3417-b4e5-d829-980b957baa25,3991,475,4466,0.0099775,0.00475,0.014727500000000001,regular
011a2f5d-5a8e-fae1-5eb7-c30b9b9f3f08,4228,408,4636,0.01057,0.00408,0.01465,regular
0152dfec-aaad-19aa-805c-537750ee0e61,4225,431,4656,0.010562499999999999,0.0043100000000000005,0.0148725,regular
015715ac-bdac-be5e-87fa-deea8613adad,9685,664,10349,0.024212499999999998,0.00664,0.030852499999999998,regular
015751f2-add7-cc5c-49e6-32fb75075388,4457,430,4887,0.0111425,0.0043,0.0154425,regular
016171e8-feb5-6feb-7de9-113b42fd8059,3865,426,4291,0.0096625,0.00426,0.013922499999999999,regular
016fad8f-e9a6-5cd7-3d5e-f6891999ec55,4158,416,4574,0.010395000000000001,0.00416,0.014555000000000002,regular
017e1a20-de40-e827-9aa8-317fada56bf5,4472,590,5062,0.01118,0.005900000000000001,0.01708,regular
018c735b-278a-7f93-7778-c90859b2b10d,4227,448,4675,0.0105675,0.00448,0.0150475,regular
018e29cd-2942-8472-37a7-a1a5b7d1c009,3989,431,4420,0.0099725,0.0043100000000000005,0.0142825,regular
01973a1d-a0bb-6d5b-758c-60bb58f6fe94,3904,405,4309,0.00976,0.00405,0.01381,regular
019c6ed6-05b2-b831-a98b-de1379260fc4,4246,410,4656,0.010615,0.0040999999999999995,0.014714999999999999,regular
01c660b6-378f-2f00-bdd3-97ac200c19e1,4617,497,5114,0.011542499999999999,0.0049700000000000005,0.0165125,regular
01d6eb09-3d1d-bb27-6d48-94f1c4f46f6d,4312,384,4696,0.01078,0.00384,0.01462,regular
01e8b747-4832-fc9a-9859-46162eb14ecc,4319,403,4722,0.0107975,0.00403,0.0148275,regular
01f84c6c-f978-eb52-6e97-052a5227e394,4479,426,4905,0.0111975,0.00426,0.0154575,regular
021509d6-a57d-7aa6-7e7f-ff9ccf8336bf,4793,465,5258,0.0119825,0.0046500000000000005,0.0166325,regular
021cde41-0a9e-2efb-2704-b1d077d9d7cc,4762,398,5160,0.011904999999999999,0.00398,0.015885,regular
0249e048-a83d-c30b-358f-6f90ea73f7e6,4170,400,4570,0.010425,0.004,0.014425,regular
028bffa2-3b89-2a3a-ee4f-5f88ed4fa6d3,4785,403,5188,0.011962500000000001,0.00403,0.0159925,regular
02ca2334-e1ac-7278-c624-1dd7bfc3194f,4149,459,4608,0.0103725,0.00459,0.0149625,regular
02cd1061-eaad-0cdd-191f-5f03592e4442,4258,458,4716,0.010644999999999998,0.00458,0.015224999999999999,regular
02d0c54c-8ba2-b7a8-c907-44f385d21df2,4100,421,4521,0.01025,0.00421,0.01446,regular
02e21285-0787-5bf1-29be-86e5bf2ad4ce,4141,409,4550,0.010352499999999999,0.00409,0.014442499999999999,regular
02e3cde9-6885-6c80-2aac-028c785a12fe,4800,527,5327,0.011999999999999999,0.00527,0.01727,regular
02ee1567-eb43-daae-dc2f-74f3daf2f721,4935,505,5440,0.012337500000000001,0.005050000000000001,0.0173875,regular
038548e6-9c0c-76f5-6de0-e2cac5b96366,4153,388,4541,0.0103825,0.0038799999999999998,0.0142625,regular
03cc80a6-a1b2-2eaa-a6ff-898a735486d3,4386,448,4834,0.010965,0.00448,0.015445,regular
03d33abb-a028-b6c4-a29d-e9c59b6718c5,4776,731,5507,0.01194,0.00731,0.01925,regular
03de0a10-b3df-0237-a7a5-852ae5a23caf,3967,412,4379,0.0099175,0.0041199999999999995,0.014037499999999998,regular
