file,prompt_tokens,completion_tokens,total_tokens,input_cost,output_cost,total_cost,pricing_type
0016a4aa-8af7-88a0-f219-85cfb882b306,4455,357,4812,0.0006682499999999999,0.0002142,0.0008824499999999999,regular
00265021-2808-3df0-d2f8-beb1ed0a1f60,4495,430,4925,0.0006742499999999999,0.000258,0.0009322499999999999,regular
0034c25a-83aa-3fea-9996-6ddabb7e262d,4392,383,4775,0.0006588,0.00022979999999999997,0.0008885999999999999,regular
00522cbc-33d7-7a65-a2e3-7c919b45266a,9546,528,10074,0.0014319,0.0003168,0.0017487000000000002,regular
007f6e1d-cd69-45f7-724c-c3aac0443c6f,4406,513,4919,0.0006609,0.0003078,0.0009687,regular
01106555-3417-b4e5-d829-980b957baa25,3981,381,4362,0.00059715,0.00022859999999999997,0.0008257499999999999,regular
011a2f5d-5a8e-fae1-5eb7-c30b9b9f3f08,4228,389,4617,0.0006342,0.0002334,0.0008676000000000001,regular
0152dfec-aaad-19aa-805c-537750ee0e61,4225,375,4600,0.0006337499999999999,0.000225,0.0008587499999999999,regular
015715ac-bdac-be5e-87fa-deea8613adad,4657,417,5074,0.0006985499999999999,0.0002502,0.0009487499999999999,regular
015751f2-add7-cc5c-49e6-32fb75075388,4452,401,4853,0.0006678,0.0002406,0.0009084,regular
016171e8-feb5-6feb-7de9-113b42fd8059,3865,384,4249,0.00057975,0.0002304,0.0008101499999999999,regular
016fad8f-e9a6-5cd7-3d5e-f6891999ec55,4158,412,4570,0.0006237,0.0002472,0.0008709,regular
017e1a20-de40-e827-9aa8-317fada56bf5,4448,431,4879,0.0006672,0.0002586,0.0009258,regular
018c735b-278a-7f93-7778-c90859b2b10d,4227,398,4625,0.0006340499999999999,0.0002388,0.0008728499999999999,regular
018e29cd-2942-8472-37a7-a1a5b7d1c009,3979,393,4372,0.00059685,0.00023579999999999999,0.00083265,regular
01973a1d-a0bb-6d5b-758c-60bb58f6fe94,3891,313,4204,0.00058365,0.0001878,0.00077145,regular
019c6ed6-05b2-b831-a98b-de1379260fc4,4249,384,4633,0.00063735,0.0002304,0.0008677499999999999,regular
01c660b6-378f-2f00-bdd3-97ac200c19e1,4587,424,5011,0.00068805,0.0002544,0.00094245,regular
