file,prompt_tokens,completion_tokens,total_tokens,input_cost,output_cost,total_cost
0016a4aa-8af7-88a0-f219-85cfb882b306,4085,484,4569,0.012255,0.00726,0.019515
00265021-2808-3df0-d2f8-beb1ed0a1f60,4231,641,4872,0.012693000000000001,0.009615,0.022308
0034c25a-83aa-3fea-9996-6ddabb7e262d,4093,521,4614,0.012279000000000002,0.007814999999999999,0.020094
00522cbc-33d7-7a65-a2e3-7c919b45266a,4209,509,4718,0.012627,0.007635,0.020262
007f6e1d-cd69-45f7-724c-c3aac0443c6f,4152,661,4813,0.012456000000000002,0.009915,0.022371000000000002
01106555-3417-b4e5-d829-980b957baa25,3739,477,4216,0.011217000000000001,0.007155,0.018372
011a2f5d-5a8e-fae1-5eb7-c30b9b9f3f08,3972,499,4471,0.011916,0.0074849999999999995,0.019400999999999998
0152dfec-aaad-19aa-805c-537750ee0e61,3966,533,4499,0.011897999999999999,0.007995,0.019893
015715ac-bdac-be5e-87fa-deea8613adad,4352,571,4923,0.013056,0.008565,0.021621
015751f2-add7-cc5c-49e6-32fb75075388,4079,497,4576,0.012237000000000001,0.007455000000000001,0.019692
016171e8-feb5-6feb-7de9-113b42fd8059,3653,521,4174,0.010959,0.007814999999999999,0.018774
016fad8f-e9a6-5cd7-3d5e-f6891999ec55,3922,509,4431,0.011766,0.007635,0.019401
017e1a20-de40-e827-9aa8-317fada56bf5,4133,550,4683,0.012399,0.00825,0.020649
018c735b-278a-7f93-7778-c90859b2b10d,3963,517,4480,0.011889,0.007755,0.019644000000000002
018e29cd-2942-8472-37a7-a1a5b7d1c009,3735,480,4215,0.011205,0.0072,0.018404999999999998
01973a1d-a0bb-6d5b-758c-60bb58f6fe94,3641,499,4140,0.010923,0.0074849999999999995,0.018408
019c6ed6-05b2-b831-a98b-de1379260fc4,3974,465,4439,0.011922,0.006975,0.018897
01c660b6-378f-2f00-bdd3-97ac200c19e1,4300,574,4874,0.0129,0.00861,0.02151
01d6eb09-3d1d-bb27-6d48-94f1c4f46f6d,4007,499,4506,0.012021,0.0074849999999999995,0.019506
01e8b747-4832-fc9a-9859-46162eb14ecc,4021,533,4554,0.012063,0.007995,0.020058
01f84c6c-f978-eb52-6e97-052a5227e394,4153,489,4642,0.012458999999999998,0.0073349999999999995,0.019794
021509d6-a57d-7aa6-7e7f-ff9ccf8336bf,4444,517,4961,0.013332,0.007755,0.021087
021cde41-0a9e-2efb-2704-b1d077d9d7cc,4425,474,4899,0.013275,0.00711,0.020385
0249e048-a83d-c30b-358f-6f90ea73f7e6,3874,534,4408,0.011622,0.00801,0.019632
028bffa2-3b89-2a3a-ee4f-5f88ed4fa6d3,4469,491,4960,0.013406999999999999,0.007365,0.020772
02ca2334-e1ac-7278-c624-1dd7bfc3194f,3899,522,4421,0.011697,0.00783,0.019527000000000003
02cd1061-eaad-0cdd-191f-5f03592e4442,3998,518,4516,0.011994,0.00777,0.019764
02d0c54c-8ba2-b7a8-c907-44f385d21df2,3878,501,4379,0.011634,0.007515000000000001,0.019149
02e21285-0787-5bf1-29be-86e5bf2ad4ce,3879,513,4392,0.011637,0.0076950000000000005,0.019332000000000002
02e3cde9-6885-6c80-2aac-028c785a12fe,4449,609,5058,0.013347,0.009134999999999999,0.022482
02ee1567-eb43-daae-dc2f-74f3daf2f721,4528,636,5164,0.013583999999999999,0.00954,0.023124
038548e6-9c0c-76f5-6de0-e2cac5b96366,3925,539,4464,0.011774999999999999,0.008085,0.01986
03cc80a6-a1b2-2eaa-a6ff-898a735486d3,4102,525,4627,0.012306,0.007875,0.020180999999999998
03d33abb-a028-b6c4-a29d-e9c59b6718c5,4496,844,5340,0.013488,0.012660000000000001,0.026148
03de0a10-b3df-0237-a7a5-852ae5a23caf,3719,516,4235,0.011157,0.0077399999999999995,0.018897
0414da66-f466-3b00-8b0b-1bbebe08a2ca,4040,485,4525,0.01212,0.007275,0.019395000000000003
04556e68-aaa3-a782-e9dc-221d069b3c90,3671,506,4177,0.011012999999999998,0.00759,0.018602999999999998
04644147-aac4-2166-b8e1-29587682fc64,3746,528,4274,0.011238000000000001,0.00792,0.019158
046fcd1c-4cca-a5b8-bddc-3ed2636e9d3f,4096,526,4622,0.012288,0.00789,0.020178
0489c074-2508-fbe1-cf92-e212ab4a67b5,3987,489,4476,0.011961,0.0073349999999999995,0.019296
04b71f88-3312-72db-5029-1d159876130d,4110,445,4555,0.01233,0.0066749999999999995,0.019005
04bab739-5cff-b2cc-9de6-f0acbd0625a3,3755,457,4212,0.011265,0.006855,0.01812
04efa3fb-0160-33c9-9968-af7e1145131f,3628,491,4119,0.010884000000000001,0.007365,0.018249
0562f566-392d-7e87-941d-1e697b02d209,3947,514,4461,0.011841,0.007710000000000001,0.019551000000000002
05685b16-5165-9f26-8495-84622cbf011c,3931,531,4462,0.011792999999999998,0.007965,0.019757999999999998
05737984-7efc-9081-6f44-f331997f514b,3895,655,4550,0.011685000000000001,0.009825,0.02151
057609a1-5593-cf51-2994-4586c346fc02,4203,769,4972,0.012609,0.011535,0.024144
059835b6-f89c-9cd8-6204-74e968d2f45e,3814,486,4300,0.011442,0.00729,0.018732
05df9eb7-cfa3-8dfe-a526-68756db0226e,4110,554,4664,0.01233,0.00831,0.02064
05eeae35-0bd7-1ae7-a020-68b4432d4637,4201,478,4679,0.012603,0.00717,0.019773
05fff514-3efd-ecc4-6316-3315414f41b9,3623,438,4061,0.010869,0.00657,0.017439
06172016-fa4a-c28c-88a4-97df5ab6ffc0,4029,708,4737,0.012086999999999999,0.01062,0.022706999999999998
063900c0-7a48-ff52-820c-54b43b504312,4009,486,4495,0.012027000000000001,0.00729,0.019317
06c563d8-6e65-b3d6-f890-07cc4f75391f,3521,493,4014,0.010563,0.007394999999999999,0.017958
06c6be24-b293-385d-543d-8a73e9c089fc,4004,493,4497,0.012011999999999998,0.007394999999999999,0.019406999999999997
06c7c883-cf6f-db2b-fc43-72fd2dfc0720,3817,626,4443,0.011451,0.00939,0.020841
06e09a2e-ce7b-8cf0-d43f-5aa92fa63e6b,4167,508,4675,0.012500999999999998,0.00762,0.020121
06ea48c3-757e-c7dc-fc4e-eacccf5b878e,3915,498,4413,0.011745,0.007469999999999999,0.019215
06f36759-d8b9-1f62-1b78-b4376895cac9,4049,495,4544,0.012146999999999998,0.007425,0.019572
06fa8fc6-acf1-1fa2-1c20-781dde5f268f,4255,573,4828,0.012765,0.008595,0.02136
071e6318-889d-fdcf-b349-80021928afa6,3921,531,4452,0.011763,0.007965,0.019728
074473f6-69a1-a9ce-1c79-2ac4bb473a53,3810,501,4311,0.01143,0.007515000000000001,0.018945
078991a8-ba2d-9a9d-92a4-b8b661325faa,4063,469,4532,0.012188999999999998,0.0070350000000000005,0.019223999999999998
078ae2fe-4054-59f3-0659-c1069d0cf42d,3754,508,4262,0.011262,0.00762,0.018882
07bfabd0-0456-c430-631d-d2b51a307422,4155,527,4682,0.012465,0.007905,0.02037
07c817d4-3853-8491-df94-27840ab0f825,4093,706,4799,0.012279000000000002,0.01059,0.022869
086ddc3c-6c51-1991-d073-5bceb0979a13,3664,485,4149,0.010992,0.007275,0.018267
0885ab9b-c7c5-04c4-8e25-3af3e3d3e81f,4249,547,4796,0.012747000000000001,0.008204999999999999,0.020952
089cb88e-e914-acbd-6fff-8d38b618c313,4410,685,5095,0.013229999999999999,0.010275,0.023504999999999998
08a0b5bf-158d-4251-1b90-b62bd2aed923,4294,714,5008,0.012882000000000001,0.01071,0.023592000000000002
08b95e84-c8cc-0593-880b-aa0ae495beba,4013,519,4532,0.012039000000000001,0.007785,0.019824
08bd73fa-5739-1d34-bc75-142adaa418d9,4033,522,4555,0.012099,0.00783,0.019929000000000002
08bf9ba8-52a0-b7d7-0f3b-acec76a45914,4139,483,4622,0.012417000000000001,0.007245,0.019662
08c2002e-eb61-51af-d2a5-63a952b97b0b,4102,511,4613,0.012306,0.007664999999999999,0.019971
08ca48fc-075c-cef4-71c5-a49f851d2752,4034,502,4536,0.012102000000000002,0.007529999999999999,0.019632
08e3367d-e9d2-bf0d-1f1f-71f7f44d79ee,4041,484,4525,0.012123000000000002,0.00726,0.019383
08eaa428-f19b-34df-9368-48105505b506,4156,564,4720,0.012468,0.00846,0.020928000000000002
08eb0bec-0038-762f-5ac0-3ce4959a5b20,3748,460,4208,0.011244,0.0069,0.018144
091d1c02-eb4f-5f67-9ea9-13eb29094c55,3641,491,4132,0.010923,0.007365,0.018288
0931e798-9495-a2df-077b-c1588fcf31f1,3738,519,4257,0.011214,0.007785,0.018999000000000002
09b07710-7d5b-b43d-25b8-ccf014289997,3981,515,4496,0.011943,0.007725000000000001,0.019668
09c8c575-c260-6c00-38b1-69596e508077,3975,513,4488,0.011925000000000002,0.0076950000000000005,0.019620000000000002
09de6fc7-792a-75a3-64b9-3a6618f52642,3957,486,4443,0.011871,0.00729,0.019160999999999997
09e33927-881f-13d7-aab5-260252907299,4094,491,4585,0.012282000000000001,0.007365,0.019647
0a02c5d8-4823-0951-d272-d4491eff1017,3884,477,4361,0.011652,0.007155,0.018806999999999997
0a1b02d2-cd68-4275-384b-dcda7e2fbbc7,3965,482,4447,0.011895,0.00723,0.019125
0a9b3ce5-3eb9-ba73-86db-5f36e54237b2,4026,505,4531,0.012078,0.007575,0.019653
0abd3af6-caf1-3ad9-e797-c1479bef8baf,3924,561,4485,0.011772000000000001,0.008414999999999999,0.020187
0ac26592-d9cc-07c8-5156-b9226aa276f1,3897,540,4437,0.011691,0.0081,0.019791
0ac6ca04-c92a-7764-ea60-c13c44f16b4e,3992,509,4501,0.011976,0.007635,0.019611
0ac99803-4b78-2606-314d-a8b072ca8ca2,3954,499,4453,0.011862000000000001,0.0074849999999999995,0.019347
0ad176cc-622a-e052-d681-f8eafc4aa084,3775,579,4354,0.011325,0.008685,0.02001
0b070c8b-b691-bca4-eeb3-775095cc5c1a,3798,479,4277,0.011394000000000001,0.0071849999999999995,0.018579000000000002
0b22606e-4649-6ae1-1bdc-4591d2c14a3e,3774,530,4304,0.011322,0.00795,0.019272
0b780210-9a9d-c018-bd7d-1390922b33a8,3911,520,4431,0.011733,0.0078,0.019533000000000002
0b89d282-04f6-5773-c987-0dde363e6740,3701,498,4199,0.011103,0.007469999999999999,0.018573
0ba42f10-f200-f8f3-67bb-87a07bffd958,4103,462,4565,0.012309,0.00693,0.019239
